timestamp,open,high,low,close,volume,symbol
1597104000000,2.85,3.5208,2.8433,3.2985,4939148.938107,SOLUSDT
1597190400000,3.2985,3.9289,3.08,3.7558,6176153.724638,SOLUSDT
1597276800000,3.75,4.1387,3.5003,3.73,6446567.98049,SOLUSDT
1597363200000,3.7207,3.7676,3.321,3.4099,5205834.095977,SOLUSDT
1597449600000,3.4181,3.74,3.15,3.173,3658005.622202,SOLUSDT
1597536000000,3.173,3.4907,3.12,3.3885,2227715.62781,SOLUSDT
1597622400000,3.3885,3.3952,3.1,3.11,2355329.78763,SOLUSDT
1597708800000,3.11,3.7092,2.8105,3.3407,8885306.133224,SOLUSDT
1597795200000,3.334,3.49,2.8,2.8868,4380403.488824,SOLUSDT
1597881600000,2.8962,3.445,2.8871,3.2038,4078240.331482,SOLUSDT
1597968000000,3.2038,3.24,2.89,2.9317,3480342.67494,SOLUSDT
1598054400000,2.9213,3.2,2.7431,3.0126,3433997.193736,SOLUSDT
1598140800000,3.0224,3.4,3.0014,3.25,3846250.69637,SOLUSDT
1598227200000,3.2658,3.62,3.21,3.3405,4504839.417218,SOLUSDT
1598313600000,3.3406,3.3654,3.0001,3.25,3629890.757954,SOLUSDT
1598400000000,3.2576,3.7999,3.1809,3.5684,8065581.239321,SOLUSDT
1598486400000,3.5557,3.8575,3.2434,3.4501,8578461.964527,SOLUSDT
1598572800000,3.4503,4.3091,3.4503,4.0063,10089370.365356,SOLUSDT
1598659200000,4.007,4.1121,3.7748,3.9535,5290923.089625,SOLUSDT
1598745600000,3.9531,4.7117,3.9,4.4309,7967065.168313,SOLUSDT
1598832000000,4.4127,4.8865,4.1,4.7435,6664671.747242,SOLUSDT
1598918400000,4.7432,4.9475,4.3,4.3397,5871722.637441,SOLUSDT
1599004800000,4.3213,4.3506,3.66,4.17,8136932.352629,SOLUSDT
1599091200000,4.17,4.459,3.4772,3.5051,12941589.824478,SOLUSDT
1599177600000,3.5062,3.8346,3.1739,3.5301,7262296.371156,SOLUSDT
1599264000000,3.5301,3.6637,2.0926,2.6052,11872722.479966,SOLUSDT
1599350400000,2.6119,3.18,2.2575,3.0941,7940868.463262,SOLUSDT
1599436800000,3.0785,3.1983,2.38,2.9237,7269853.908694,SOLUSDT
1599523200000,2.9237,2.9499,2.4,2.468,4163484.174943,SOLUSDT
1599609600000,2.468,3.8838,2.3821,3.6001,22147440.589737,SOLUSDT
1599696000000,3.6107,3.875,3.304,3.4761,15482088.381925,SOLUSDT
1599782400000,3.4707,3.5036,3.0316,3.3965,7208721.224244,SOLUSDT
1599868800000,3.3967,3.47,3.1494,3.3316,3845112.025727,SOLUSDT
