timestamp_utc,asset,price,volume
2026-03-13T06:03:54Z,MSFT,401.86,26767393
2026-03-13T06:03:54Z,NVDA,183.14,153887196
2026-03-13T06:03:54Z,TSLA,395.01,59382702
2026-03-13T06:30:12Z,SPY,666.06,107906562
2026-03-13T06:30:12Z,QQQ,597.26,71249603
2026-03-13T06:30:12Z,AAPL,255.76,40132517
2026-03-13T06:30:12Z,MSFT,401.86,26767393
2026-03-13T06:30:12Z,NVDA,183.14,153887196
2026-03-13T06:30:12Z,TSLA,395.01,59382702
2026-03-13T07:02:03Z,SPY,666.06,107906562
2026-03-13T07:02:03Z,QQQ,597.26,71249603
2026-03-13T07:02:03Z,AAPL,255.76,40132517
2026-03-13T07:02:03Z,MSFT,401.86,26767393
2026-03-13T07:02:03Z,NVDA,183.14,153887196
2026-03-13T07:02:03Z,TSLA,395.01,59382702
2026-03-13T07:30:14Z,SPY,666.06,107906562
2026-03-13T07:30:14Z,QQQ,597.26,71249603
2026-03-13T07:30:14Z,AAPL,255.76,40132517
2026-03-13T07:30:14Z,MSFT,401.86,26767393
2026-03-13T07:30:14Z,NVDA,183.14,153887196
2026-03-13T07:30:14Z,TSLA,395.01,59382702
2026-03-13T08:30:11Z,SPY,666.06,107906562
2026-03-13T08:30:11Z,QQQ,597.26,71249603
2026-03-13T08:30:11Z,AAPL,255.76,40132517
2026-03-13T08:30:11Z,MSFT,401.86,26767393
2026-03-13T08:30:11Z,NVDA,183.14,153887196
2026-03-13T08:30:11Z,TSLA,395.01,59382702
2026-03-13T09:02:16Z,SPY,666.06,107906562
2026-03-13T09:02:16Z,QQQ,597.26,71249603
2026-03-13T09:02:16Z,AAPL,255.76,40132517
2026-03-13T09:02:16Z,MSFT,401.86,26767393
2026-03-13T09:02:16Z,NVDA,183.14,153887196
2026-03-13T09:02:16Z,TSLA,395.01,59382702
2026-03-13T09:30:10Z,SPY,666.06,107906562
2026-03-13T09:30:10Z,QQQ,597.26,71249603
2026-03-13T09:30:10Z,AAPL,255.76,40132517
2026-03-13T09:30:10Z,MSFT,401.86,26767393
2026-03-13T09:30:10Z,NVDA,183.14,153887196
2026-03-13T09:30:10Z,TSLA,395.01,59382702
2026-03-13T10:30:13Z,SPY,666.06,107906562
2026-03-13T10:30:13Z,QQQ,597.26,71249603
2026-03-13T10:30:13Z,AAPL,255.76,40132517
2026-03-13T10:30:13Z,MSFT,401.86,26767393
2026-03-13T10:30:13Z,NVDA,183.14,153887196
